#queryIndex	queryItem	stringId	preferredName	annotation
184	ACKR3	9606.ENSP00000272928	ACKR3	C-x-c chemokine receptor type 7 (atypical chemokine receptor 3); Atypical chemokine receptor 3; Atypical chemokine receptor that controls chemokine levels and localization via high-affinity chemokine binding that is uncoupled from classic ligand-driven signal transduction cascades, resulting instead in chemokine sequestration, degradation, or transcytosis. Also known as interceptor (internalizing receptor) or chemokine-scavenging receptor or chemokine decoy receptor. Acts as a receptor for chemokines CXCL11 and CXCL12/SDF1. Chemokine binding does not activate G-protein- mediated signal [...] 
185	CAMSAP2	9606.ENSP00000236925	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2; Key microtubule-organizing protein that specifically binds the minus-end of non-centrosomal microtubules and regulates their dynamics and organization. Specifically recognizes growing microtubule minus-ends and autonomously decorates and stabilizes microtubule lattice formed by microtubule minus-end polymerization. Acts on free microtubule minus-ends that are not capped by microtubule-nucleating proteins or other factors and protects microtubule minus-ends from depolymerization. In addition, it also reduces the velocity of microtubule [...] 
186	ABCG1	9606.ENSP00000354995	ABCG1	ATP-binding cassette sub-family G member 1; Transporter involved in macrophage lipid homeostasis. Is an active component of the macrophage lipid export complex. Could also be involved in intracellular lipid transport processes. The role in cellular lipid homeostasis may not be limited to macrophages; ATP binding cassette subfamily G
187	TDRD9	9606.ENSP00000387303	TDRD9	ATP-dependent RNA helicase TDRD9; ATP-binding RNA helicase required during spermatogenesis. Required to repress transposable elements and prevent their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Acts downstream of piRNA biogenesis: exclusively required for transposon silencing in the nucleus, suggesting that it acts as a nuclear effecto [...] 
188	TFPI	9606.ENSP00000233156	TFPI	Tissue factor pathway inhibitor; Inhibits factor X (X(a)) directly and, in a Xa-dependent way, inhibits VIIa/tissue factor activity, presumably by forming a quaternary Xa/LACI/VIIa/TF complex. It possesses an antithrombotic action and also the ability to associate with lipoproteins in plasma
189	GSPT1	9606.ENSP00000398131	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A; Involved in translation termination in response to the termination codons UAA, UAG and UGA. Stimulates the activity of ERF1. Involved in regulation of mammalian cell growth. Component of the transient SURF complex which recruits UPF1 to stalled ribosomes in the context of nonsense-mediated decay (NMD) of mRNAs containing premature stop codons; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. ERF3 subfamily
190	R3HDM2	9606.ENSP00000317903	R3HDM2	R3H domain-containing protein 2; R3H domain containing 2
191	CALHM6	9606.ENSP00000357594	FAM26F	Calcium homeostasis modulator family member 6; Calcium homeostasis modulator protein 6; Pore-forming subunit of a voltage-gated ion channel
192	NEK1	9606.ENSP00000424757	NEK1	Nima (never in mitosis gene a)-related kinase 1/4/5; Serine/threonine-protein kinase Nek1; Phosphorylates serines and threonines, but also appears to possess tyrosine kinase activity (By similarity). Involved in DNA damage checkpoint control and for proper DNA damage repair. In response to injury that includes DNA damage, NEK1 phosphorylates VDAC1 to limit mitochondrial cell death. May be implicated in the control of meiosis (By similarity). Involved in cilium assembly
193	TPD52	9606.ENSP00000429309	TPD52	Tumor protein d52; Belongs to the TPD52 family
194	MCTP1	9606.ENSP00000424126	MCTP1	Multiple C2 and transmembrane domain-containing protein 1; Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity; Belongs to the MCTP family
195	GEM	9606.ENSP00000297596	GEM	GTP-binding protein GEM; Could be a regulatory protein, possibly participating in receptor-mediated signal transduction at the plasma membrane. Has guanine nucleotide-binding activity but undetectable intrinsic GTPase activity; RGK type GTPase family
196	METTL26	9606.ENSP00000440765	C16orf13	Methyltransferase-like 26; Chromosome 16 open reading frame 13
197	YIPF5	9606.ENSP00000274496	YIPF5	Protein YIPF5; Plays a role in transport between endoplasmic reticulum and Golgi; Yip1 domain containing
198	SEMA6B	9606.ENSP00000467290	SEMA6B	Semaphorin-6B; May play a role in both peripheral and central nervous system development; Semaphorins
200	HOXB7	9606.ENSP00000239165	HOXB7	Homeobox protein Hox-B7; Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis; HOXL subclass homeoboxes
201	HOXB7	9606.ENSP00000239165	HOXB7	Homeobox protein Hox-B7; Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis; HOXL subclass homeoboxes
202	CD58	9606.ENSP00000358501	CD58	Lymphocyte function-associated antigen 3; Ligand of the T-lymphocyte CD2 glycoprotein. This interaction is important in mediating thymocyte interactions with thymic epithelial cells, antigen-independent and -dependent interactions of T-lymphocytes with target cells and antigen- presenting cells and the T-lymphocyte rosetting with erythrocytes. In addition, the LFA-3/CD2 interaction may prime response by both the CD2+ and LFA-3+ cells
203	LPAR3	9606.ENSP00000395389	LPAR3	Lysophosphatidic acid receptor 3; Receptor for lysophosphatidic acid (LPA), a mediator of diverse cellular activities. May play a role in the development of ovarian cancer. Seems to be coupled to the G(i)/G(o) and G(q) families of heteromeric G proteins
204	CALHM6	9606.ENSP00000357594	FAM26F	Calcium homeostasis modulator family member 6; Calcium homeostasis modulator protein 6; Pore-forming subunit of a voltage-gated ion channel
205	GPRIN3	9606.ENSP00000476603	GPRIN3	G protein-regulated inducer of neurite outgrowth 3; May be involved in neurite outgrowth
206	ABCG1	9606.ENSP00000354995	ABCG1	ATP-binding cassette sub-family G member 1; Transporter involved in macrophage lipid homeostasis. Is an active component of the macrophage lipid export complex. Could also be involved in intracellular lipid transport processes. The role in cellular lipid homeostasis may not be limited to macrophages; ATP binding cassette subfamily G
207	IFITM2	9606.ENSP00000484689	IFITM2	Interferon-induced transmembrane protein 2; IFN-induced antiviral protein which inhibits the entry of viruses to the host cell cytoplasm, permitting endocytosis, but preventing subsequent viral fusion and release of viral contents into the cytosol. Active against multiple viruses, including influenza A virus, SARS coronavirus (SARS-CoV), Marburg virus (MARV), Ebola virus (EBOV), Dengue virus (DNV), West Nile virus (WNV), human immunodeficiency virus type 1 (HIV-1) and vesicular stomatitis virus (VSV). Can inhibit: influenza virus hemagglutinin protein-mediated viral entry, MARV and EBO [...] 
208	SERPINE1	9606.ENSP00000223095	SERPINE1	Plasminogen activator inhibitor 1; Serine protease inhibitor. This inhibitor acts as 'bait' for tissue plasminogen activator, urokinase, protein C and matriptase-3/TMPRSS7. Its rapid interaction with PLAT may function as a major control point in the regulation of fibrinolysis; Serpin peptidase inhibitors
209	CTH	9606.ENSP00000359976	CTH	Cystathionine gamma-lyase; Catalyzes the last step in the trans-sulfuration pathway from methionine to cysteine. Has broad substrate specificity. Converts cystathionine to cysteine, ammonia and 2-oxobutanoate. Converts two cysteine molecules to lanthionine and hydrogen sulfide. Can also accept homocysteine as substrate. Specificity depends on the levels of the endogenous substrates. Generates the endogenous signaling molecule hydrogen sulfide (H2S), and so contributes to the regulation of blood pressure. Acts as a cysteine-protein sulfhydrase by mediating sulfhydration of target protei [...] 
210	COL7A1	9606.ENSP00000332371	COL7A1	Collagen alpha-1(VII) chain; Stratified squamous epithelial basement membrane protein that forms anchoring fibrils which may contribute to epithelial basement membrane organization and adherence by interacting with extracellular matrix (ECM) proteins such as type IV collagen; Collagens
211	GCH1	9606.ENSP00000419045	GCH1	GTP cyclohydrolase 1; Positively regulates nitric oxide synthesis in umbilical vein endothelial cells (HUVECs). May be involved in dopamine synthesis. May modify pain sensitivity and persistence. Isoform GCH-1 is the functional enzyme, the potential function of the enzymatically inactive isoforms remains unknown; Belongs to the GTP cyclohydrolase I family
212	PSME1	9606.ENSP00000372155	PSME1	Proteasome activator subunit 1 (pa28 alpha); Proteasome activator complex subunit 1; Implicated in immunoproteasome assembly and required for efficient antigen processing. The PA28 activator complex enhances the generation of class I binding peptides by altering the cleavage pattern of the proteasome
213	ENG	9606.ENSP00000362299	ENG	Endoglin; Vascular endothelium glycoprotein that plays an important role in the regulation of angiogenesis. Required for normal structure and integrity of adult vasculature. Regulates the migration of vascular endothelial cells. Required for normal extraembryonic angiogenesis and for embryonic heart development (By similarity). May play a critical role in the binding of endothelial cells to integrins and/or other RGD receptors. Acts as TGF-beta coreceptor and is involved in the TGF-beta/BMP signaling cascade that ultimately leads to the activation of SMAD transcription factors. Require [...] 
214	ANXA4	9606.ENSP00000377833	ANXA4	Annexin A4; Calcium/phospholipid-binding protein which promotes membrane fusion and is involved in exocytosis; Annexins
215	EPSTI1	9606.ENSP00000318982	EPSTI1	Epithelial-stromal interaction protein 1; Plays a role in M1 macrophage polarization and is required for the proper regulation of gene expression during M1 versus M2 macrophage differentiation (By similarity). Might play a role in RELA/p65 and STAT1 phosphorylation and nuclear localization upon activation of macrophages (By similarity)
216	HS3ST1	9606.ENSP00000002596	HS3ST1	[heparan sulfate]-glucosamine 3-sulfotransferase 1; Heparan sulfate glucosamine 3-O-sulfotransferase 1; Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) to catalyze the transfer of a sulfo group to position 3 of glucosamine residues in heparan. Catalyzes the rate limiting step in the biosynthesis of heparan sulfate (HSact). This modification is a crucial step in the biosynthesis of anticoagulant heparan sulfate as it completes the structure of the antithrombin pentasaccharide binding site
217	GBP1	9606.ENSP00000359504	GBP1	Guanylate-binding protein 1/3/4/7; Guanylate-binding protein 1; Hydrolyzes GTP to GMP in 2 consecutive cleavage reactions. Exhibits antiviral activity against influenza virus. Promote oxidative killing and deliver antimicrobial peptides to autophagolysosomes, providing broad host protection against different pathogen classes
218	GPD1	9606.ENSP00000301149	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic; Glycerol-3-phosphate dehydrogenase 1; Belongs to the NAD-dependent glycerol-3-phosphate dehydrogenase family
219	ELL2	9606.ENSP00000237853	ELL2	RNA polymerase II elongation factor ELL2; Elongation factor component of the super elongation complex (SEC), a complex required to increase the catalytic rate of RNA polymerase II transcription by suppressing transient pausing by the polymerase at multiple sites along the DNA. Component of the little elongation complex (LEC), a complex required to regulate small nuclear RNA (snRNA) gene transcription by RNA polymerase II and III. Plays a role in immunoglobulin secretion in plasma cells: directs efficient alternative mRNA processing, influencing both proximal poly(A) site choice and exo [...] 
220	GABBR1	9606.ENSP00000366233	GABBR1	Gamma-aminobutyric acid type B receptor subunit 1; Component of a heterodimeric G-protein coupled receptor for GABA, formed by GABBR1 and GABBR2. Within the heterodimeric GABA receptor, only GABBR1 seems to bind agonists, while GABBR2 mediates coupling to G proteins. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase, stimulates phospholipase A2, activates potassium channels, inactivates voltage-depend [...] 
222	PRKAR1A	9606.ENSP00000376475	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit; Regulatory subunit of the cAMP-dependent protein kinases involved in cAMP signaling in cells
223	AGO2	9606.ENSP00000220592	AGO2	Protein argonaute-2; Required for RNA-mediated gene silencing (RNAi) by the RNA-induced silencing complex (RISC). The 'minimal RISC' appears to include AGO2 bound to a short guide RNA such as a microRNA (miRNA) or short interfering RNA (siRNA). These guide RNAs direct RISC to complementary mRNAs that are targets for RISC-mediated gene silencing. The precise mechanism of gene silencing depends on the degree of complementarity between the miRNA or siRNA and its target. Binding of RISC to a perfectly complementary mRNA generally results in silencing due to endonucleolytic cleavage of the  [...] 
224	BAX	9606.ENSP00000293288	BAX	Apoptosis regulator BAX; Accelerates programmed cell death by binding to, and antagonizing the apoptosis repressor BCL2 or its adenovirus homolog E1B 19k protein. Under stress conditions, undergoes a conformation change that causes translocation to the mitochondrion membrane, leading to the release of cytochrome c that then triggers apoptosis. Promotes activation of CASP3, and thereby apoptosis; Belongs to the Bcl-2 family
225	SLC1A4	9606.ENSP00000234256	SLC1A4	Neutral amino acid transporter A; Transporter for alanine, serine, cysteine, and threonine. Exhibits sodium dependence; Solute carriers
226	TNFSF10	9606.ENSP00000241261	TNFSF10	Tumor necrosis factor ligand superfamily member 10; Cytokine that binds to TNFRSF10A/TRAILR1, TNFRSF10B/TRAILR2, TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and possibly also to TNFRSF11B/OPG. Induces apoptosis. Its activity may be modulated by binding to the decoy receptors TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and TNFRSF11B/OPG that cannot induce apoptosis; CD molecules
227	ADORA2B	9606.ENSP00000304501	ADORA2B	Adenosine receptor A2b; Receptor for adenosine. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase
228	GBP2	9606.ENSP00000359497	GBP2	Guanylate-binding protein 2; Hydrolyzes GTP to GMP in 2 consecutive cleavage reactions, but the major reaction product is GDP. Exhibits antiviral activity against influenza virus. Promote oxidative killing and deliver antimicrobial peptides to autophagolysosomes, providing broad host protection against different pathogen classes (By similarity); Belongs to the TRAFAC class dynamin-like GTPase superfamily. GB1/RHD3-type GTPase family. GB1 subfamily
229	SH3RF1	9606.ENSP00000284637	SH3RF1	E3 ubiquitin-protein ligase SH3RF1; Acts as a scaffold protein, contributes to Rac-induced signal transduction such as JNKs (MAPK8 and MAPK9) activation and induces apoptosis. Within a signaling complex, it probably recruits protein kinases such as MAP3K10 or MAP3K11 which are in turn activated leading to the sequential activation of MAP2K4, MAP2K7 and JNKs (MAPK8 and MAPK9) (By similarity). May be involved in targeting of HIV-1 GAG and GAG-POL polyproteins to the plasma membrane; Belongs to the SH3RF family
230	PPARG	9606.ENSP00000287820	PPARG	Peroxisome proliferator-activated receptor gamma; Nuclear receptor that binds peroxisome proliferators such as hypolipidemic drugs and fatty acids. Once activated by a ligand, the nuclear receptor binds to DNA specific PPAR response elements (PPRE) and modulates the transcription of its target genes, such as acyl-CoA oxidase. It therefore controls the peroxisomal beta-oxidation pathway of fatty acids. Key regulator of adipocyte differentiation and glucose homeostasis. ARF6 acts as a key regulator of the tissue-specific adipocyte P2 (aP2) enhancer. Acts as a critical regulator of gut ho [...] 
231	TPM3	9606.ENSP00000357516	TPM3	Tropomyosin alpha-3 chain; Binds to actin filaments in muscle and non-muscle cells. Plays a central role, in association with the troponin complex, in the calcium dependent regulation of vertebrate striated muscle contraction. Smooth muscle contraction is regulated by interaction with caldesmon. In non-muscle cells is implicated in stabilizing cytoskeleton actin filaments; Belongs to the tropomyosin family
232	AIF1	9606.ENSP00000365227	AIF1	Allograft inflammatory factor 1; Actin-binding protein that enhances membrane ruffling and RAC activation. Enhances the actin-bundling activity of LCP1. Binds calcium. Plays a role in RAC signaling and in phagocytosis. May play a role in macrophage activation and function. Promotes the proliferation of vascular smooth muscle cells and of T- lymphocytes. Enhances lymphocyte migration. Plays a role in vascular inflammation; EF-hand domain containing
233	YPEL4	9606.ENSP00000432648	YPEL4	Protein yippee-like 4; Yippee like family; Belongs to the yippee family
234	SYNJ2	9606.ENSP00000347792	SYNJ2	Synaptojanin-2; Inositol 5-phosphatase which may be involved in distinct membrane trafficking and signal transduction pathways. May mediate the inhibitory effect of Rac1 on endocytosis; Belongs to the synaptojanin family
235	GPRC5A	9606.ENSP00000014914	GPRC5A	G protein-coupled receptor family c group 5 member a; Retinoic acid-induced protein 3; Orphan receptor. Could be involved in modulating differentiation and maintaining homeostasis of epithelial cells. This retinoic acid-inducible GPCR provide evidence for a possible interaction between retinoid and G-protein signaling pathways. Functions as a negative modulator of EGFR signaling (By similarity). May act as a lung tumor suppressor
