#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PRKCB	SKIL	9606.ENSP00000305355	9606.ENSP00000415243	0	0	0	0	0	0	0	0.451	0.451
PRKCB	SPTBN1	9606.ENSP00000305355	9606.ENSP00000349259	0	0	0	0	0	0.057	0.360	0.193	0.470
PRKCB	SPHK1	9606.ENSP00000305355	9606.ENSP00000313681	0	0	0	0	0.062	0	0.900	0.168	0.915
PSME1	PSME2	9606.ENSP00000372155	9606.ENSP00000216802	0	0	0	0.911	0.771	0.870	0.800	0.989	0.994
PTPRB	TIE1	9606.ENSP00000334928	9606.ENSP00000361554	0	0	0	0	0.125	0.060	0	0.591	0.634
PTPRB	TEK	9606.ENSP00000334928	9606.ENSP00000369375	0	0	0	0	0.231	0.299	0	0.879	0.929
QKI	VWF	9606.ENSP00000355094	9606.ENSP00000261405	0	0	0	0	0	0	0.600	0	0.600
QKI	SASH1	9606.ENSP00000355094	9606.ENSP00000356437	0	0	0	0	0.513	0	0	0	0.513
RALA	STARD13	9606.ENSP00000005257	9606.ENSP00000338785	0	0	0	0	0	0.105	0	0.433	0.471
RAMP2	RAMP3	9606.ENSP00000253796	9606.ENSP00000242249	0	0	0	0.780	0.175	0	0.900	0.966	0.932
RASIP1	SKAP1	9606.ENSP00000222145	9606.ENSP00000338171	0	0	0	0	0	0	0	0.452	0.452
S1PR1	SPHK1	9606.ENSP00000305416	9606.ENSP00000313681	0	0	0	0	0	0	0	0.916	0.916
SEMA5A	SLIT3	9606.ENSP00000371936	9606.ENSP00000332164	0	0	0	0	0.096	0	0	0.690	0.708
SEMA5A	SLIT2	9606.ENSP00000371936	9606.ENSP00000422591	0	0	0	0	0.085	0	0	0.618	0.636
SEMA6B	SLIT3	9606.ENSP00000467290	9606.ENSP00000332164	0	0	0	0	0.054	0	0	0.568	0.574
SEMA6B	SLIT2	9606.ENSP00000467290	9606.ENSP00000422591	0	0	0	0	0.062	0	0	0.515	0.526
SEMA7A	SLIT2	9606.ENSP00000261918	9606.ENSP00000422591	0	0	0	0	0.052	0	0	0.509	0.515
SEMA7A	SLIT3	9606.ENSP00000261918	9606.ENSP00000332164	0	0	0	0	0.062	0	0	0.566	0.576
SERPINE1	SKIL	9606.ENSP00000223095	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.395	0.408
SERPINE1	SPP1	9606.ENSP00000223095	9606.ENSP00000378517	0	0	0	0	0.085	0	0	0.528	0.550
SERPINE1	TFPI	9606.ENSP00000223095	9606.ENSP00000233156	0	0	0	0	0.082	0.102	0	0.631	0.670
SERPINE1	THBD	9606.ENSP00000223095	9606.ENSP00000366307	0	0	0	0	0.096	0	0	0.759	0.773
SERPINE1	VWF	9606.ENSP00000223095	9606.ENSP00000261405	0	0	0	0	0	0	0	0.807	0.807
SLC1A4	SLC43A2	9606.ENSP00000234256	9606.ENSP00000461382	0	0	0	0	0	0	0	0.673	0.673
SLC25A19	STX8	9606.ENSP00000385312	9606.ENSP00000305255	0	0	0	0	0.063	0	0	0.584	0.593
SLIT2	SLIT3	9606.ENSP00000422591	9606.ENSP00000332164	0	0	0	0.973	0.097	0	0.650	0.604	0.675
SOSTDC1	WIF1	9606.ENSP00000304930	9606.ENSP00000286574	0	0	0	0	0.110	0	0	0.504	0.540
SPP1	VWF	9606.ENSP00000378517	9606.ENSP00000261405	0	0	0	0	0.076	0	0	0.516	0.534
SPP1	TEK	9606.ENSP00000378517	9606.ENSP00000369375	0	0	0	0	0.065	0	0	0.429	0.443
SPP1	VDR	9606.ENSP00000378517	9606.ENSP00000447173	0	0	0	0	0.062	0	0	0.602	0.610
STARD13	TNS1	9606.ENSP00000338785	9606.ENSP00000171887	0	0	0	0	0.098	0	0	0.575	0.600
STX8	STXBP6	9606.ENSP00000305255	9606.ENSP00000324302	0	0	0	0	0	0.650	0	0.226	0.717
SVEP1	VWF	9606.ENSP00000384917	9606.ENSP00000261405	0	0	0	0	0.106	0.078	0	0.623	0.663
SYN1	SYNGR3	9606.ENSP00000295987	9606.ENSP00000248121	0	0	0	0	0.251	0	0	0.327	0.474
SYN1	TMEM57	9606.ENSP00000295987	9606.ENSP00000363463	0	0	0	0	0	0	0	0.764	0.764
TAL1	TEK	9606.ENSP00000294339	9606.ENSP00000369375	0	0	0	0	0.093	0	0	0.499	0.526
TEK	VWF	9606.ENSP00000369375	9606.ENSP00000261405	0	0	0	0	0.263	0	0	0.729	0.792
TEK	TIE1	9606.ENSP00000369375	9606.ENSP00000361554	0	0	0	0.922	0.224	0.270	0	0.988	0.455
TEK	THBD	9606.ENSP00000369375	9606.ENSP00000366307	0	0	0	0	0.065	0	0	0.396	0.411
TFPI	VWF	9606.ENSP00000233156	9606.ENSP00000261405	0	0	0	0	0	0.056	0	0.653	0.658
TFPI	THBD	9606.ENSP00000233156	9606.ENSP00000366307	0	0	0	0	0.062	0	0	0.849	0.852
THBD	VWF	9606.ENSP00000366307	9606.ENSP00000261405	0	0	0	0	0.104	0	0	0.851	0.861
TIE1	VWF	9606.ENSP00000361554	9606.ENSP00000261405	0	0	0	0	0.279	0	0	0.547	0.659
TMEM52B	UPK3B	9606.ENSP00000371348	9606.ENSP00000257632	0	0	0	0	0	0	0	0.509	0.509
TMEM57	YPEL4	9606.ENSP00000363463	9606.ENSP00000432648	0	0	0	0	0	0	0	0.766	0.766
TNNC1	TPM3	9606.ENSP00000232975	9606.ENSP00000357516	0	0	0	0	0.088	0.103	0.600	0.410	0.781
