#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
OLIG2	SYN1	9606.ENSP00000331040	9606.ENSP00000295987	0	0	0	0	0.232	0	0	0.362	0.489
OLIG2	PDE4B	9606.ENSP00000331040	9606.ENSP00000332116	0	0	0	0	0.065	0	0	0.397	0.412
OLR1	PPARG	9606.ENSP00000309124	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.470	0.489
PAFAH1B1	PDE4B	9606.ENSP00000380378	9606.ENSP00000332116	0	0	0	0	0	0.270	0	0.464	0.592
PAFAH1B1	PLK3	9606.ENSP00000380378	9606.ENSP00000361275	0	0	0	0	0.049	0.384	0	0.174	0.473
PDE2A	PRKAR1A	9606.ENSP00000334910	9606.ENSP00000376475	0	0	0	0	0.146	0.101	0	0.338	0.448
PDE2A	RFX7	9606.ENSP00000334910	9606.ENSP00000453281	0	0	0	0	0	0	0	0.475	0.475
PDE4B	PRKAR1A	9606.ENSP00000332116	9606.ENSP00000376475	0	0	0	0	0.146	0.132	0	0.395	0.513
PDE4B	SLC25A19	9606.ENSP00000332116	9606.ENSP00000385312	0	0	0	0	0	0	0	0.724	0.724
PFKFB3	SLC2A3	9606.ENSP00000443319	9606.ENSP00000075120	0	0	0	0	0.114	0	0	0.576	0.609
PFKFB3	PRKCB	9606.ENSP00000443319	9606.ENSP00000305355	0	0	0	0	0	0.542	0	0	0.542
PFKFB3	VEGFA	9606.ENSP00000443319	9606.ENSP00000478570	0	0	0	0	0.065	0	0	0.418	0.433
PIGK	PLAUR	9606.ENSP00000359848	9606.ENSP00000339328	0	0	0	0	0	0	0.900	0.064	0.902
PIK3R2	TNS1	9606.ENSP00000222254	9606.ENSP00000171887	0	0	0	0	0.062	0.070	0	0.395	0.426
PIK3R2	SYNJ2	9606.ENSP00000222254	9606.ENSP00000347792	0	0	0	0	0.049	0	0.650	0.127	0.684
PIK3R2	VEGFA	9606.ENSP00000222254	9606.ENSP00000478570	0	0	0	0	0	0	0.600	0.400	0.749
PLAU	TIMP1	9606.ENSP00000361850	9606.ENSP00000218388	0	0	0	0	0.158	0	0	0.677	0.716
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.214	0.976	0.900	0.989	0.999
PLAU	THBS1	9606.ENSP00000361850	9606.ENSP00000260356	0	0	0	0	0.123	0	0	0.506	0.548
PLAU	PLAUR	9606.ENSP00000361850	9606.ENSP00000339328	0	0	0	0	0.221	0.975	0.900	0.989	0.999
PLAU	THBD	9606.ENSP00000361850	9606.ENSP00000366307	0	0	0	0	0.098	0	0	0.519	0.548
PLAU	VEGFA	9606.ENSP00000361850	9606.ENSP00000478570	0	0	0	0	0.069	0	0	0.652	0.662
PLAUR	TIMP1	9606.ENSP00000339328	9606.ENSP00000218388	0	0	0	0	0.162	0	0	0.751	0.782
PLAUR	SERPINE1	9606.ENSP00000339328	9606.ENSP00000223095	0	0	0	0	0.162	0	0.900	0.989	0.999
PLAUR	TREM1	9606.ENSP00000339328	9606.ENSP00000244709	0	0	0	0	0.210	0	0	0.298	0.421
PLAUR	THBS1	9606.ENSP00000339328	9606.ENSP00000260356	0	0	0	0	0.108	0	0	0.404	0.446
PLAUR	VEGFA	9606.ENSP00000339328	9606.ENSP00000478570	0	0	0	0	0	0	0	0.607	0.607
PLIN2	PPARG	9606.ENSP00000276914	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.689	0.696
PMEPA1	SKIL	9606.ENSP00000345826	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.455	0.466
PPAP2B	SPHK1	9606.ENSP00000360296	9606.ENSP00000313681	0.055	0	0	0	0	0.058	0.900	0.548	0.954
PPARG	TIMP1	9606.ENSP00000287820	9606.ENSP00000218388	0	0	0	0	0	0	0	0.515	0.515
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.060	0.058	0	0.609	0.624
PPARG	VDR	9606.ENSP00000287820	9606.ENSP00000447173	0	0	0	0.684	0	0.270	0	0.800	0.452
PPARG	SYN1	9606.ENSP00000287820	9606.ENSP00000295987	0	0	0	0	0	0	0	0.472	0.472
PPARG	VEGFA	9606.ENSP00000287820	9606.ENSP00000478570	0	0	0	0	0	0	0	0.662	0.662
PPP1R15A	ZFP36	9606.ENSP00000200453	9606.ENSP00000469647	0	0	0	0	0.563	0	0	0.082	0.581
PRKCB	SKIL	9606.ENSP00000305355	9606.ENSP00000415243	0	0	0	0	0	0	0	0.451	0.451
PRKCB	VEGFA	9606.ENSP00000305355	9606.ENSP00000478570	0	0	0	0	0	0	0	0.466	0.465
PRKCB	SPHK1	9606.ENSP00000305355	9606.ENSP00000313681	0	0	0	0	0.062	0	0.900	0.168	0.915
PSME1	PSME2	9606.ENSP00000372155	9606.ENSP00000216802	0	0	0	0.911	0.771	0.870	0.800	0.989	0.994
RBPJ	ZFP36	9606.ENSP00000345206	9606.ENSP00000469647	0	0	0	0	0	0.275	0	0.207	0.400
RBPJ	VEGFA	9606.ENSP00000345206	9606.ENSP00000478570	0	0	0	0	0	0	0	0.454	0.454
SEMA6B	VEGFA	9606.ENSP00000467290	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.603	0.611
SEMA7A	VEGFA	9606.ENSP00000261918	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.602	0.610
SERPINE1	TIMP1	9606.ENSP00000223095	9606.ENSP00000218388	0	0	0	0	0.176	0	0	0.736	0.773
SERPINE1	SKIL	9606.ENSP00000223095	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.395	0.408
SERPINE1	TFPI	9606.ENSP00000223095	9606.ENSP00000233156	0	0	0	0	0.082	0.102	0	0.631	0.670
SERPINE1	VEGFA	9606.ENSP00000223095	9606.ENSP00000478570	0	0	0	0	0.076	0	0	0.710	0.720
SERPINE1	THBS1	9606.ENSP00000223095	9606.ENSP00000260356	0	0	0	0	0.273	0.059	0	0.655	0.744
SERPINE1	THBD	9606.ENSP00000223095	9606.ENSP00000366307	0	0	0	0	0.096	0	0	0.759	0.773
SGK1	TNS1	9606.ENSP00000356832	9606.ENSP00000171887	0	0	0	0	0.084	0.170	0	0.274	0.400
SLC1A4	SLC43A2	9606.ENSP00000234256	9606.ENSP00000461382	0	0	0	0	0	0	0	0.673	0.673
SLC25A19	STX8	9606.ENSP00000385312	9606.ENSP00000305255	0	0	0	0	0.063	0	0	0.584	0.593
SLC2A3	VEGFA	9606.ENSP00000075120	9606.ENSP00000478570	0	0	0	0	0	0	0	0.468	0.468
SPHK1	VEGFA	9606.ENSP00000313681	9606.ENSP00000478570	0	0	0	0	0	0	0	0.469	0.469
SYN1	TIMP1	9606.ENSP00000295987	9606.ENSP00000218388	0	0	0	0	0	0	0	0.637	0.638
SYN1	SYNGR3	9606.ENSP00000295987	9606.ENSP00000248121	0	0	0	0	0.251	0	0	0.327	0.474
SYN1	TMEM57	9606.ENSP00000295987	9606.ENSP00000363463	0	0	0	0	0	0	0	0.764	0.764
TFPI	THBS1	9606.ENSP00000233156	9606.ENSP00000260356	0	0	0	0	0.063	0.270	0	0.268	0.455
TFPI	THBD	9606.ENSP00000233156	9606.ENSP00000366307	0	0	0	0	0.062	0	0	0.849	0.852
THBD	VEGFA	9606.ENSP00000366307	9606.ENSP00000478570	0	0	0	0	0.065	0	0	0.527	0.538
THBS1	TIMP1	9606.ENSP00000260356	9606.ENSP00000218388	0	0	0	0	0.119	0	0	0.604	0.636
THBS1	VEGFA	9606.ENSP00000260356	9606.ENSP00000478570	0	0	0	0	0	0.270	0	0.895	0.920
TIMP1	VEGFA	9606.ENSP00000218388	9606.ENSP00000478570	0	0	0	0	0.085	0	0.500	0.740	0.870
TMEM57	YPEL4	9606.ENSP00000363463	9606.ENSP00000432648	0	0	0	0	0	0	0	0.766	0.766
TNS1	VEGFA	9606.ENSP00000171887	9606.ENSP00000478570	0	0	0	0	0	0	0	0.468	0.468
VDR	VEGFA	9606.ENSP00000447173	9606.ENSP00000478570	0	0	0	0	0	0	0	0.433	0.433
