#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SPCS1	TMED10	9606.ENSP00000478310	9606.ENSP00000303145	0	0	0	0	0.836	0	0	0	0.836
SPCS1	SRP72	9606.ENSP00000478310	9606.ENSP00000342181	0	0	0	0	0.062	0	0	0.599	0.608
SRP72	TMED10	9606.ENSP00000342181	9606.ENSP00000303145	0	0	0	0	0.062	0	0	0.455	0.467
SRSF10	SRSF6	9606.ENSP00000420195	9606.ENSP00000244020	0	0	0	0.674	0.222	0.401	0	0.781	0.637
SSR1	TMED7	9606.ENSP00000244763	9606.ENSP00000405926	0	0	0	0	0.575	0	0	0	0.575
SSR1	VDAC3	9606.ENSP00000244763	9606.ENSP00000428845	0	0	0	0	0.062	0.655	0	0.055	0.667
SSR1	TMX1	9606.ENSP00000244763	9606.ENSP00000393316	0	0	0	0	0.338	0.672	0	0	0.773
SSR1	TMED10	9606.ENSP00000244763	9606.ENSP00000303145	0	0	0	0	0.198	0.788	0	0.331	0.876
STRA13	USP1	9606.ENSP00000376168	9606.ENSP00000343526	0	0	0	0	0	0	0.900	0.466	0.944
SYN1	SYNGR3	9606.ENSP00000295987	9606.ENSP00000248121	0	0	0	0	0.251	0	0	0.327	0.474
SYN1	TMEM57	9606.ENSP00000295987	9606.ENSP00000363463	0	0	0	0	0	0	0	0.764	0.764
TM9SF2	TMED10	9606.ENSP00000365567	9606.ENSP00000303145	0	0	0	0	0.185	0	0	0.444	0.528
TM9SF2	UNC50	9606.ENSP00000365567	9606.ENSP00000350409	0	0	0	0	0.112	0	0	0.492	0.530
TMED10	TRAPPC6A	9606.ENSP00000303145	9606.ENSP00000006275	0	0	0	0	0.057	0	0.600	0	0.606
TMED10	TMEM70	9606.ENSP00000303145	9606.ENSP00000312599	0	0	0	0	0	0	0	0.599	0.599
TMED10	USO1	9606.ENSP00000303145	9606.ENSP00000444850	0	0	0	0	0.081	0	0.600	0.174	0.669
TMED10	TMED7	9606.ENSP00000303145	9606.ENSP00000405926	0	0	0	0.694	0.361	0.741	0.600	0.791	0.945
TMED7	TMX1	9606.ENSP00000405926	9606.ENSP00000393316	0	0	0	0	0.201	0.056	0	0.315	0.438
TMED7	USO1	9606.ENSP00000405926	9606.ENSP00000444850	0	0	0	0	0.182	0	0.600	0.071	0.669
TMEM57	TTC19	9606.ENSP00000363463	9606.ENSP00000261647	0	0	0	0	0.062	0	0	0.521	0.532
TMEM57	YPEL4	9606.ENSP00000363463	9606.ENSP00000432648	0	0	0	0	0	0	0	0.766	0.766
TMX1	VDAC3	9606.ENSP00000393316	9606.ENSP00000428845	0	0	0	0	0.062	0.302	0	0.167	0.407
TRAPPC6A	USO1	9606.ENSP00000006275	9606.ENSP00000444850	0	0	0	0	0.062	0	0.600	0.672	0.866
TTC19	UQCRC2	9606.ENSP00000261647	9606.ENSP00000268379	0	0	0	0	0	0	0	0.680	0.680
UBE2D2	UBE3A	9606.ENSP00000381717	9606.ENSP00000232165	0	0	0	0	0.062	0.886	0	0.750	0.971
UBE2D2	UBE2M	9606.ENSP00000381717	9606.ENSP00000253023	0	0	0	0.847	0.062	0.283	0.900	0.633	0.933
UBE2D2	YIPF5	9606.ENSP00000381717	9606.ENSP00000274496	0	0	0	0	0.065	0	0	0.653	0.662
UBE2D2	UBE2E3	9606.ENSP00000381717	9606.ENSP00000386788	0	0	0	0.963	0.062	0	0.900	0.657	0.904
UBE2E3	UBE3A	9606.ENSP00000386788	9606.ENSP00000232165	0	0	0	0	0.062	0.160	0	0.444	0.524
UBE2E3	UBE2M	9606.ENSP00000386788	9606.ENSP00000253023	0	0	0	0.775	0.062	0.058	0.900	0.395	0.911
UBE2M	UBE3A	9606.ENSP00000253023	9606.ENSP00000232165	0	0	0	0	0.074	0.078	0	0.539	0.572
UQCRC2	VDAC3	9606.ENSP00000268379	9606.ENSP00000428845	0	0	0	0	0.349	0.358	0	0.418	0.736
